borrower_id,loans,total_outstanding,max_days_past_due,last_report
f051733d5d5722cd1e993e2e9df8c83071a4de8bc4186f6ef33cff401299176a,1,940082.11,98,2025-07-08
14c13bf7651c25da7e7a66be0dd647c178a43c77d5f8e983004cb2b33becf67f,2,937374.0199999999,88,2025-07-08
ffcc4cc943cf41f6e15655c0805324de7844edce3fe997195c4e02f81ed40286,2,934322.1579999999,78,2025-07-08
897a526a36457e2cc889b775f5d406241aebd2b270f0adb203ab41668b70258a,1,934104.116,96,2025-07-08
3abd219a2da05dcc1162b10ae2a903f96c9cf0db4c3d7096908f4a271667e4ef,1,933690.9450000001,70,2025-07-08
cb75827b1bb5abad325bb8f38d47e26e6c598898d6246ed389015b1c9e95da66,1,926851.9920000001,79,2025-07-08
760d7feb4cba19ee748d1f9195b4a9cfa8ecce46ae12f9009ac9e2dbf38fc1e4,1,921254.5210000001,89,2025-07-08
03860fa91f44b81c8a9911178ebc4f7950e3dcbd071ae0105ece15b5772ac422,1,920674.843,95,2025-07-08
38f105a46b9e8c90dc752f1aad586ec25016aa18e32d6f0f930c096bbf94ae9d,3,919359.738,73,2025-07-08
2e100ad64ba1986b6cab07c7e1c03933d68f0f33a6932edfa135a2441339d1f9,4,918145.404,97,2025-07-08
61ad968d546e8fb7257ba75da0e2881b4a518aa1db398671c9e0b45912f30bf5,2,913580.3709999999,98,2025-07-08
8d1b9fa59a9c9bea7877fe141bf5e74568997fcfc7094c9b708fcabdc9bdfe89,1,912912.0,75,2025-07-08
ad48fc7e45ed5c7f5e0b39f8e4f7f948081abd5bb90bdc900a1382b361d0e889,2,910431.247,82,2025-07-08
8ccde39e5e1b5a70fd558de82153dd49da9aa33ca38d9cd4fbc8289692e8620b,1,909300.392,86,2025-07-08
acccb2d2d88f87e8722a68f276a890687b461c00558e1059a8ea42dab234d51a,2,905236.321,97,2025-07-08
0de36d4ec0bd93899452db4cc2b09851bd30501493a8642ade5efce53c37cb14,4,897051.408,96,2025-07-08
382265a791ecea24313adb7a4f1a835ecdef119ab558338466da9b439e56593c,2,881224.311,76,2025-07-08
068bc39bbc4aee3a78e5cbc5cb2c4b54a126819535575714baece146f4a99a63,3,879419.838,77,2025-07-08
298b6137d77c53fd066be35069d7a38eccef7ccf9aabd6c189a4a9042684e961,1,874852.11,66,2025-07-08
20b6f4edbe06b36e880f7fce3c472f2d23415a2a3e82d3a7352d579009ac0f47,7,873162.609,67,2025-07-08
d3da4ae2014552446ece962c4c39b86dbb9c2139051ca75e53fbbc1e71ba9017,1,870042.327,94,2025-07-08
21998ffe1d81635b51e6a419616667e66030e9211a66e4c8cb75b796f426a557,1,870002.716,93,2025-07-08
020d25cbc78e076548578260dac9b46c4eb4c5a9a3fe1a040c22f58d49930f64,1,867917.083,97,2025-07-08
e5b6f8b7b70a073c19f35d20f6f6733ed01ca9667afa5e47f0d1ca1be901b2de,1,866224.865,71,2025-07-08
134c48a544f99a0117da44b254f1a538d48197d37718933dbcfcd324513e7e4c,2,864453.6340000001,74,2025-07-08
e37669cc07e372663dd842ebe60c07222bdde0e4b97d75aa54f6568e0da25909,2,864172.771,71,2025-07-08
fefa4ba517224e2e6af627b23701a968b1cab1b12076831daa0f3f9fd8727daf,2,855294.946,97,2025-07-08
bd33ec4576ede130af9afd32f4ba0500f8de60bd4b605389d1c6c2957224740c,6,853375.963,97,2025-07-08
bd3cb2a357c4d512db65159a5396adcc90b945fff1100e8d535fe3b6e3d4d4be,2,853017.176,61,2025-07-08
350ded6ad8c3ac7d465a6a81a4129af264afa07a8e227d377de9caaf3928164d,2,851897.112,96,2025-07-08
40fcabfcc198e117a81c4fce772e66704dc36ccff94dafbaf55a0a227b5c563b,1,846456.0719999999,97,2025-07-08
1ebc89f64bf9ec11314a8b7a25a049274ab1b45d6d21d54769e7564c21167c9d,2,844064.265,96,2025-07-08
84666b9e25d0f36c79497fddb7cb6299c1399edd07c8fbffb248bf48aaa786bb,4,843574.193,96,2025-07-08
6bc5c28fa64a406b3c2856a5f698d20e454e366c8c7a42539ac1de643af25006,1,842333.206,73,2025-07-08
bd1b8f25f4390962016b155721a50063dcfbb0397c1cdacc3176fde255bb26fe,1,841541.129,97,2025-07-08
2a4e09b176cbeaedf5cdfc641054ce6c73a61bef9c64cc42c792bab8ca3839e1,1,838929.3,50,2025-07-08
b9440c56a10fbb3a820c4ffe84701911739fbe04a077356f42c8159326cd35e0,1,838509.573,96,2025-07-08
88264b73b777b137eb88c4457337ed497cd45834141f926d2e30362eebbfb23b,2,837135.1560000001,95,2025-07-08
4a928318bdca897bb8afd5d0313f939f5b7c3c0f5cbbc38e1a940990b34d0c2d,1,836264.704,60,2025-07-08
3a21c089742a58ee07d6e46e3b6bcc19b93a0371d1a22b016ab093cdfe22e5fa,3,831789.684,59,2025-07-08
3b677b304117ca7e644fc5975927fc4a58bb7d27c938105e4a0ecf0dae666354,1,829311.34,95,2025-07-08
0641e97a4b262de9920a7bed322c327acaa664753cf1d8e3cb96f1f129c3c7b6,1,828180.595,74,2025-07-08
7f6b7634d26f949f2deacff1b97e269b95a5d626f395f60cd19081322d986666,1,826940.1799999999,97,2025-07-08
a78bd3f33635b8d9e4b8bbcb417453d486cd068471031ae6da4bbab1e473af56,4,825326.535,58,2025-07-08
a82c607404745ec3390d2752c5ebca90ecaa710fd9337dd2c3e44c8e62e74029,1,821627.8840000001,49,2025-07-08
0e4a16087e912bcf56ff250f73a2b05b922b78c24010c669deb6a3ae26441b0f,1,820209.841,92,2025-07-08
8376348d1f5fc6c20f3b3d29dcb48dc8235f2a61c8f5470033cb5e8f64be0144,3,820085.816,97,2025-07-08
01cda2334ad56f0ccb9a909ccc6bc35f965dff27a68af53aa021758bf0354e36,1,819392.354,67,2025-07-08
ea115ff9fdc744df3f9e50fe9ed217a15e7bdd458a6f9e04fd8a0fa804ed055e,2,819363.369,92,2025-07-08
487fd3f9a216190946000c984d1f09648cc89849ecf5b3390cc496d7ffc0e166,2,819317.235,71,2025-07-08
1e1523a611e19310f30aa6020b8c6d654faf3d6c145f26c69f2ad5e5e1b2d9c1,2,818792.777,98,2025-07-08
392d9d09d629dd44af69ab6b4647174ba706755452c5604a24b0efaa0bdb9eda,4,816855.842,96,2025-07-08
08513c57cc62a26abad32a6512bc7b01a25a180c76a45b464feefbe147c6b6ab,1,816207.667,93,2025-07-08
72422ee90602ab86f94376c07cc6e1c73416250a266fe333dd71b97205ec9a06,1,813435.381,77,2025-07-08
27ea5b2ac7ddbdd56534b6bdb01d7cb0b8a5d4da22aa1d16e7b7cfb7c818c8dc,1,813122.2,94,2025-07-08
407cb84ac05f749e1bb719135a86e1016f37470cfdccc14b77f68a009d927bf0,1,811301.018,94,2025-07-08
a573fe6322511ecfd575de504044c0f1f11641aafaa678f85b01060e69baf126,4,811270.581,71,2025-07-08
98407ea3cf14e66e925e8379ab4ef25d07d3533e3e47a60f8b462faee2edee06,2,810302.812,98,2025-07-08
e6e9c20c08ddb3b48d0f1e143e0c67a77ec13c595a9314c9b7d5734dff87a6d3,3,807646.235,69,2025-07-08
23f01e169b42a05adb9c94cb68b6be5cc9d05a994cd1626f5d548f86dddf510e,2,806981.769,93,2025-07-08
9131bc0a7fdda61ee9528325501604725d8ac0ad9b6f8c14a6c0379b568684a9,1,804903.715,98,2025-07-08
7b3ad38128f501be3d0da360e545910ba1e8c58609435530514bc911d81e9cd1,5,803889.669,92,2025-07-08
6c3e81cce6b8e7e6f742f6d45298c7ba87d9b70abf732a86905c011514014d72,1,801071.238,92,2025-07-08
fae36088d995000c8adc5aaada1fe405cc81ccf936cce5f7f6e0bc7a18c4ed97,3,800756.583,82,2025-07-08
78cb4b390b676ed085ea5a4ed755b1fb7d457cd29fb06c20f188a37fd99947f5,2,800178.137,92,2025-07-08
322e04e17eade054b73442dde9b85f067094ceff44cab6e33a6e6497f69e57e7,1,799115.537,60,2025-07-08
ff3b1a3429076bea6517d3f81f8d802d020d9449f468aa83736e34428ee285df,2,797332.47,97,2025-07-08
bb3e7fd59997ed58e12a13cadff3af99fe4e6140364bce52f20e86278c6a8e52,1,797300.042,60,2025-07-08
769fb0f296e5db8b9d9b7e14e46a9b2315406ba33e1e2c385100117560fe0cf0,1,796181.166,98,2025-07-08
bf5edd0c4a79a5d49fd70f550065ea9fc1ddb0792cc16d4fb6c913b8b45efa00,1,794686.596,93,2025-07-08
bbe3210f3c9ef2d73a0fbd367f3e85129d244474708c7b50e555e33dad5110db,3,791159.765,81,2025-07-08
d82e0e5049e1f17d646eab2f8da1e30bbd6b983a4ca5afcaa329991528dc6737,1,788722.462,87,2025-07-08
832d7c06306e8a1ef7fe7afc06861bd5f4e25d40e45ed5e38ed842ed6937b61d,2,786408.986,92,2025-07-08
3b114a5ba3f0410e5524a4d0e0064f7ef8d3fea23e8f990dae29fff30dcca329,1,786008.223,89,2025-07-08
f5312ca3c185e4e76a47387875c7213c4791b1a008d2e8c365394375ebd97d14,1,784499.133,59,2025-07-08
8c5091859c7389a9f472f16672e264358fde747c20ef226f7384aeac8a25ddcf,2,783631.585,53,2025-07-08
0bba51516254d1e7b361ddfbd1ed8e00215b83dbdf80e75de6839382bce18dfc,1,781793.518,73,2025-07-08
5d79cfddd48ff6d4eb7a1e6e3f74396ba9b0cfb8b16aa7feaf0e8ebc0c6ed96c,1,781515.999,95,2025-07-08
6ab2ff76716517ef0af9557bc2eb673071b90a7419764cc0c84f63ef8d11844e,2,778632.833,69,2025-07-08
979a477e334f4cc698298f9e6afcf8d5bcc3cda021e5cbb2c6327c030ee4cc1f,2,778439.409,93,2025-07-08
be854ac21271268f4e76aceecb8134897138cb74ab7422736e0a1b409b411683,2,777148.075,95,2025-07-08
fd9d46c7ad45c179e1324f352c38b0f17cbe81c2631e1f6154eeee51bb574612,3,776050.4619999999,64,2025-06-05
d6a867e36b9c359edda447931eb95767f32f945debf7a42f5b000e81cca0936d,4,776014.7559999999,95,2025-07-08
6fc07dce39ca33bfbfc51f9bea7cc6258541eca6d021ee66219776dd16296db6,5,775365.063,77,2025-07-08
e562b1eb5265a760f3cf12e3f7c165a37e2639ae74dc08d6e07111b79cb00e43,1,774453.064,62,2025-07-08
3168a6879f29971e69e739d8e3f7792bd8d7bc4ab200716bef9768e7e8ecbe1e,2,773845.1159999999,70,2025-07-08
640f498f2b66f2740c9dcce7d4de27c4d5ed7de27ca0b728c61b6dca25818d35,4,768376.873,76,2025-07-08
59cbb0e578f34ca655acd11266fa5a2bd164b3a031c1627e6266bc56a08fdfd0,1,767482.32,95,2025-07-08
b00757aee87f13a8053e73aa38eee93d01b784a3e5d5d2fc7545b5f156926b08,1,766043.74,58,2025-07-08
92ebc4314e009f8770ec04cbb08cf77d062f85572b76f4c4bbb36bcbec0c17e4,1,765458.804,69,2025-07-08
0587b2f5aa5cc8b9e96b84370d68fa5bfdb95a71e81dd1e402c82b093e74249c,1,763723.807,69,2025-07-08
14fc67fadaffd2ade1a02519c1e216a07249574428dce8a4ee1d44a4ff2ff61b,1,763535.19,69,2025-07-08
15943d77d0b92278affd09563c2859052f0a94ebae94df6073650ea58fb0d36c,1,761631.937,85,2025-07-08
ba1397eb625044ac2fb2ee50745bd224918a05d313bc082ad2ada5e405c5a206,2,761459.072,96,2025-07-08
8687382a58e6a897ec8823597587356efbab1c9903cb5f2d85e0f76f68c70fdd,4,761312.607,94,2025-07-08
cf0bf28e68e3c1e730523674e1273c0b7b2b98b2fbf17c324e6c6275816fe69f,3,759089.771,72,2025-07-08
89177e4c4832e5c99bec1d5bf65f50a6f46e68ad5035278f19e5a5503bac8668,2,755448.298,97,2025-07-08
6a811ac5725d8cf13a1e16e1b38e0380091d77cdffbdaaa6b19229fc024d1fd8,1,755316.98,50,2025-07-08
65a9be0c651cc6cff22fc4d7095f9e154c3da8f3c29156a8ba5c0ebe994633da,1,754323.152,98,2025-07-08
ca0e363dfebea8202b92777e5d1e8d17cb4963b7de1f743c65b846468f806cd0,6,753405.752,82,2025-07-08
0a2a53e72a4d7afd9b74e8bf1dc845c64432b279147c790f339ee6cd47f69ddc,1,753246.307,94,2025-07-08
d94144789ecc36c87aa24a67faafdff66daa46b25bcb1b82fee28e329a20116a,1,752827.636,98,2025-07-08
b07e889fe66a823824a982923117d4095fbd733807853644497fdfe968d288c1,2,752719.5499999999,51,2025-07-08
6a6a789c6ccfdaab438d3a343575cd02f1e5a761c7006a232d20230b40ae5bd2,1,751623.0260000001,98,2025-07-08
7ca7b93f45dea891d03f245f591fffb55bf7b6f1e2243f2df0a32080bad65949,1,751594.096,57,2025-07-08
08856e8d657014c7214e363671a6313f6c58d5db51dd855f749c64368fe7e517,2,751500.079,96,2025-07-08
e9d2c4b18b9dd997e4d672e641a341b8ca82fcc673a0f11da6a131af22498921,2,750546.742,77,2025-07-08
a6070449cd8d739d5ca3d354363d1b1d9ddc73ad034c17fa62eebeab0a82c880,4,747589.2930000001,98,2025-07-08
fb5ba3bdb4d322f6b0823cd54e3a9b30e733708dc720e932c44b5be3299cdce2,1,747396.265,98,2025-07-08
a87992254a7d657a034301ce6c02763553369649bacbf0a11fb7f4661b3a9086,2,746971.0160000001,97,2025-07-08
875732daace4e0c17cec8766d53f988b312bd742d27b8a2431ba27b1283a8cfc,8,746000.783,96,2025-07-08
ffdf27d6dabffb316d9abcb28d61c97134cafbe1a1b1c8a05c7513fc91b1cf7d,3,745166.499,57,2025-07-08
ff9ed550b4a8f7cba883eb922a2e20b131b362c36d9cf9eb977c17c8592177e9,1,744999.937,95,2025-07-08
0c2200eab3b33440d838ddad199ce3558b5af66bf5d997d8a505e051b543785e,1,744571.168,56,2025-07-08
2745a366b439cf3eb353a23fcdfaaf1f054bf67381fc41962294ac29dd026a42,1,743958.226,97,2025-07-08
2e8a36bdb705485c5e93514ed9d41d556eb6c93643c5c12b11ddaf20f25a8b8b,7,741544.012,92,2025-07-08
501ed72db504ec9154da320e3971d34a7ae01a8d145f5851368d96168473012f,2,741075.72,80,2025-07-08
65475f017e2b0c085e9088cb78fa1d779fe8e9d41d867001a0ae1e7b0e158846,1,739453.748,44,2025-07-08
710be8d9d9e7dc167b35081e2f5d48821c2dabe0ff670fb7c40063efe61087c7,1,739184.721,95,2025-07-08
26e216f1658ea8fe90887690bc9378078c6886acff255f12d0bf58f6b77e3d18,5,738291.1799999999,68,2025-07-08
56ecb68d56073ea6e26d49cefe5453aa90d7b3ef9df18741d1fd12f791d5f7d1,1,738026.0800000001,54,2025-07-08
a303bdbe04b70bc999206eca9c0ee9a63d830b72b7904a9488b2062c5ff016da,1,737204.787,97,2025-07-08
cb834f8d76c72df3b8722bcc8d30d5f9c4275dc117d01604f88df605b9ae0cbf,1,735993.247,57,2025-07-08
f6291cdac311ac5892bb2b72eb4f9eaf680c4b65c13bc7e7c872ab293878b53d,2,735496.1680000001,98,2025-07-08
f72b87026978792e9ef08a07b8edc1f57411199b5c841ac9ebf97468dce42a80,1,732066.665,96,2025-07-08
44247fea27c353a13f2bf6167fdce29839668815612bd75d8d0fa7b6f1735c16,1,730660.447,55,2025-07-08
7cb89ea4ce0b6e7d91447547bb0b4223f7433750a0e759bd0e4d0f126f76d677,1,730062.08,63,2025-07-08
f88a5e427b7088c4f9c280297ce5121c948c027c04495850cc3285164c7b75dd,1,726941.9739999999,75,2025-07-08
cbe124aab8de8dc7464573a3075252020a751502a4d42a19d0c2b2cd50d14747,1,726837.1,94,2025-07-08
25121b74ef2773ffb47eb6cd7efd0aa5fa96aad5b86abb645408e204e82651cf,4,726828.52,96,2025-07-08
8c14548bc46174bf5348608091f180571a1f19d0366d46193ce881af8c4299b9,1,726613.305,81,2025-07-08
87d8dd53ee4354d0d008c9d4f2e8d1cfbeb12a7be238218b7c3fb7a0f415d63c,1,726235.213,61,2025-07-08
6628f99525395bfa81ad62d0adaf5969452016a6b282a3ed60fe6b217116fb9b,1,724278.951,94,2025-07-08
a24f506990c1319f1ad394a4191da61cd5b24be25ad97529e3c4b96e85f3ccc5,1,723952.064,93,2025-07-08
fdf8c8cc32bac7192cee78c70e90794cbbecaee6626ba2906c827f13fcf43ce2,2,723123.544,93,2025-07-08
69108618863c03afec62590859b362191689756e06b4f02047f37dca020465b5,1,723099.388,97,2025-07-08
7dbf2d167ccf3a2baac3aa9ccf0ca651021cf06a0d2295cf560e5a97ef827ca7,4,722979.917,96,2025-07-08
822565d8378c6b06a06758b941b2f6593185681af86a2e6a00e2c43f83dbf7ed,3,722375.83,76,2025-07-08
5eb953a9a09b84ca5250fad6635e93f0d4a763c2d6e71f762ca54ae6b9c6f59c,2,720623.871,92,2025-07-08
5e136e08925a629d2a7988d958ddc34318ef9ec38f7c2239b2d6f9a324306d40,3,720413.287,97,2025-07-08
3f433937c7ecd6d6e381a8359169becbf2ea5be5a1304bfe82ae1817cea87ffb,5,718892.647,81,2025-07-08
ede49c21bd8f0cd0d2af44cd8277cd6c7297281f65a9d8e86129f5b9fece7361,7,718696.5059999999,92,2025-07-08
907424fc10a70d51c831707cd59ab8e9ae2ff798550b9290855a43eabb45a31d,8,716151.205,93,2025-07-08
ef26d04159d089db588d66d374fa24aa0ad398e5fe5e2790ad84e3a56c0929a4,5,713912.056,95,2025-07-08
2a67212c46444de0d77a1eb38f2e221b913fde929e83f25e29d93a874fa14088,1,713841.2050000001,52,2025-07-08
81e7271365c8f0e11a02c58fcc14bb84e06c402c63955585a760f41645d17592,1,713159.964,48,2025-07-08
4be47b6a51affa70d9726455915c86487a04c262736aa5f90066705d42d69201,1,712998.22,94,2025-07-08
0ee83d4ddacc9daebcc2be34536a5acfb72ccf82e4e4299b8d09d069c501d33f,3,712415.374,96,2025-07-08
7cc60aff8160ddd09f00f3605740dd58dd20c8102e6034839b16b6489deb06b7,11,709734.333,94,2025-07-08
36a8ab2a8a635d687fc64703a44580f0053b8a80ed07efed7d4d7dd793f69734,1,709410.9,77,2025-07-08
adeedd601df04516ebc9c1422b0c6788f10bfc1c0deddc7a01dd0eabee3c9063,1,707494.81,42,2025-07-08
503533ada482dd3df02f45d3eb6238d83fa753816e1dc1f6f153f8f363edb560,1,706769.338,74,2025-07-08
ff2c5e228e23f5e2fbd25c786b9a6c0d5fc901e88e142eecdeae16723b13dfc6,1,706379.7069999999,95,2025-07-08
5a24218afde0c7295af1a8508d797e72f236d75139fbe4e88915e9dc9672d557,1,706093.9820000001,42,2025-07-08
5271aa0d7412b020baa960a5df2413be6f36a8b2f8804c13984b9307da9ae654,3,705991.22,74,2025-07-08
