borrower_id,loan_id,loan_issued_at,country,outstanding_balance,repaid_amount_day,loan_duration,days_past_due,report_date_local,dpd_filled,dpd,segment
00c26382a223eaea6a50e99748d1613aa3ec651e033312a0db35d663bd83e95d,ca7065f3726f731e676b45222b6cd83b4c291b6a55d96ab82905aae08cd1e92a,2025-05-22,Estonia,217.096,0.0,24,47,2025-07-08,47,47,overdue_31_90
00cb563ca7dfe1e0962da0a3df0ecc531f8eb179c2e3afdbc201297f9f5de26e,b6b7ad4bd8185b9b116b7e066f01e6b142be619aa9dac3618d925252aa48d147,2025-05-01,Estonia,2104.3,0.0,119,68,2025-07-08,68,68,overdue_31_90
00d85f20ac494ff83f28c20b7d194387ab7b098814f8db6d5faf526edda6797a,a0f6e0b9fef256f782eedd84a1d60b61c56c750fd3f9c4503afa1a213898341f,2025-04-06,Estonia,1950.531,0.0,30,93,2025-07-08,93,93,default_90_plus
00db34096d92c12bf1a9c1fedd216e9660fbc7971b2d9f555426bff387041d2c,f3bf606936a8cdc86f4c9bd824857ff0933a4bb15b97aa27a708d294dd618e5a,2025-04-01,Estonia,358.061,0.0,84,98,2025-07-08,98,98,default_90_plus
00e558f75adddcc93cef6af0af57952cb0b885e6d12fc5a5d742c3f03b28e709,a78ce02b2e43608180ec80b05a05a9f3b3ed33e18d99d88a6c2a2183760ab89c,2025-05-08,Netherlands,7464.413,0.0,60,61,2025-07-08,61,61,overdue_31_90
00eabefc2d5478e992ddbe0d0c1e6275f2a7c389bb4fe6ec3509704e282adcf2,9c5184b628450d263f1b020f87c940f6d27fa855dccfe87c24088e127ae59e22,2025-04-18,Netherlands,415.877,0.0,30,81,2025-07-08,81,81,overdue_31_90
00ef54851eadd2eb8dc98b7f620795d6da1eb792c08309a75d1b7ea09af1cdd7,d841cee2c4ae3841f865532fc512b52377851c6a2efe58037a7df45f0c09a39f,2025-04-21,Netherlands,1117.633,0.0,66,78,2025-07-08,78,78,overdue_31_90
01013d15f583934affb2c3d5fc4a5cb841e268785f88e82f6163c5466b08173e,b73749e3c6c9193bde9f7b1b47df951441d6f1dbdb71fe9a8e6921b9ce9dd460,2025-04-17,Estonia,837.364,50.699,24,82,2025-07-08,82,82,overdue_31_90
01046f9102e6ec3e4a9e345da0663afca0a71f92ba06577ed9d1d1e25a090485,99290a3f5678c0f9a33ed39c42db6bf61a55dfa0a3a6ae7cc0e53f80f17347b8,2025-06-03,Netherlands,4992.328,0.0,84,35,2025-07-08,35,35,overdue_31_90
010bc27c6a5788911fc34cb1bc441ad788a4b5368a9648248efbe036d21012ba,2be964b2b83521a3f2bbbd4261613e688ed0ab32ff0ba9c93b34c98d971a0547,2025-05-23,Estonia,2890.8,0.0,48,46,2025-07-08,46,46,overdue_31_90
010ccd356cda2f2cd1f34d18563f7b7f739a83b690a3492b66aa19182cfb9372,fcb400d7e3a0cc9fee6c27f1d9700376f3dd5b49263c02a9a93ca72f4e383db9,2025-04-18,Estonia,1993.849,0.0,121,81,2025-07-08,81,81,overdue_31_90
0112959af2a05497077b02694c305b27a7d0002841055bd643aa0e471ec0b1a4,5d6fc7b3fbd9a5e35d9eeab3a5148d39e85a93ea79dc95512196dae21fec222e,2025-05-14,Netherlands,3375.482,0.0,84,55,2025-07-08,55,55,overdue_31_90
0119e0409ef83f6d56d92d3cb57fc8f7fcb9b583e1a489ba47e64404f69f78fb,6d0a13a29d403f7d066c6551651c3ebbc38c000fb1b04f0d8024a560d63f76eb,2025-05-01,Estonia,116.6,0.0,24,3,2025-05-04,3,3,late_1_30
011d96118a011cd5eccf5bfdd21326561e63dbc7d3e91d0bb9e5419752b45ca7,d7bc9fcacaedcebf483193ebd880740c561f4a41ac20530acec64ad477b050c7,2025-06-23,Estonia,348.502,0.0,96,15,2025-07-08,15,15,late_1_30
012241b875f86afdce766c0a8d78f9abfbee803282fa3d0eddd67d4ff804baa3,d61d0e782466373033737bd055a85f000f9d75405a83aeaecadf5f376d9d34b3,2025-04-29,Netherlands,2803.262,0.0,84,70,2025-07-08,70,70,overdue_31_90
012444b63a38d7b7d9459c5b7ff3cbd4afe06a0c7e70d64150656a8c475f7ba8,d3dcf0657e857f43735e7ce5e2748ee10699e7dec98eeab31b2af1c75bec3a6f,2025-04-02,Netherlands,989.065,0.0,60,97,2025-07-08,97,97,default_90_plus
0127ce01d201ea8c43439c695208fb04ec9db54c0c097edc8a1697cf12703303,e4e3ae2e77ea8f1956c4cb0ece3f50f70ecc97fc6b74edb3416f175f85b7d2c4,2025-06-10,Netherlands,1016.191,0.0,60,28,2025-07-08,28,28,late_1_30
01431f41c212bc4ddef5acc4e7b2daf68620bb9b11abdd29e0f547960cf3b435,184ff6ce272ae595149d9999158fcd9f18cbd5538de2ea28c069a37af7477f6b,2025-04-19,Estonia,1271.688,0.0,84,80,2025-07-08,80,80,overdue_31_90
01493ab34beaabf7034b8aa0673b6dbce56836b4a8fa7734029ea68493a44a02,be0df0a8e48bfbbde9fd28354246b16732f3a531eec125e45f06c7dbc9a65807,2025-04-14,Estonia,809.259,0.0,84,85,2025-07-08,85,85,overdue_31_90
015c8c56dd31c91991b941230822f915639ce8b72101b19e80b835f882f5945d,82cb0a47745ee64bfbf795d7ea5590eff8b4c6eabe90a1e9937043d374b4356e,2025-06-20,Estonia,5380.1,0.0,84,18,2025-07-08,18,18,late_1_30
015dd5f771899a8d04a9370ff55b9f787f49c666c573aa32037a47e2f0044297,13760c096250989d3bc65eda90d7e1e0084f63160152609baf7068629d657830,2025-05-02,Netherlands,1078.264,0.0,54,67,2025-07-08,67,67,overdue_31_90
0163ddaddd37741a571cace9f68a3c1b6e041e6e6e3cc167737103be9f1b73e1,82e1fc9f5d3ade933c266ec4d241704d01a88c50f78b0cec7c21fc2a49c1a408,2025-04-25,Estonia,16328.62,0.0,84,74,2025-07-08,74,74,overdue_31_90
0169d5580c5fe78c10665671bbed8d8da87a4c6d780fe1a6a18fb6f8cc96be95,7f03d666ebc4108335b385f048680686795b10974ddeef5e46f3559610bcc65d,2025-05-25,Estonia,1113.057,0.0,18,44,2025-07-08,44,44,overdue_31_90
016b080ceb30a156f0194d2155faf4d554af2f0fc68d1eff607eb3b12c7e6c60,760d18bf18c932db91f9cd63e0e256bbdc8ea6a7ead0f0ec17d845b09305c297,2025-06-06,Estonia,3472.15,0.0,54,32,2025-07-08,32,32,overdue_31_90
01aeb3b62221b4aaad357ead00ff3a236d84f7a4b2239c2cbbb1d13e9e7d5ad4,fd57bc158b8f59b0aa2ab297d8952fe288aafdb3969f2a624f41968e5187a62a,2025-06-10,Estonia,16264.171,0.0,48,28,2025-07-08,28,28,late_1_30
01c24e15c9b6cf260bcf4e91ba380406a0821b63ac091f2fc01317667fb4c37c,dd26dc545e34bbbf2b6cd8a865b42b0da0499aaeb8ef579ff71764a0a8dac6e1,2025-05-15,Estonia,4643.683,0.0,60,54,2025-07-08,54,54,overdue_31_90
01c267f5a4573aa645eeb479b2ed5ca632de589d03d2a9beb7af4f9a8b956add,faa46281b1a445e81c55b0aa542a1e01a2237845dd7cc2b94f6028fdbb770062,2025-06-01,Estonia,8241.926,0.0,96,37,2025-07-08,37,37,overdue_31_90
01cda2334ad56f0ccb9a909ccc6bc35f965dff27a68af53aa021758bf0354e36,f4fcf61a87bd19e173a199325b222005acc958ad59e2858e6b9c225d31b8aac4,2025-05-02,Netherlands,11898.524,0.0,84,67,2025-07-08,67,67,overdue_31_90
01d5e2e0378e28c84f97dbf2d4d7170a76fddd5743e9c501ad765e7a0df36e39,7796194df2892ec0b24618b43e383d93dffac9c62d157b83901010e1e54dde17,2025-06-17,Estonia,2322.606,0.0,78,21,2025-07-08,21,21,late_1_30
01e2da86183bce0cc82edefc36129a043142fd8815198b9c0c5b692037ab7575,9a4244c3fa2e1a0c3623e83d0d4a467868599bde8978e3d8bbbca002a1f69518,2025-05-31,Estonia,225.214,0.0,24,38,2025-07-08,38,38,overdue_31_90
01e6343ea5bf0c45549bec4d76d10de36e092c752a1bc743ad2836012032045c,ba9e90cb41f047db968599f8dc47fa66336e065855046dd8408caf0edddac6c0,2025-05-12,Estonia,3608.627,0.0,78,57,2025-07-08,57,57,overdue_31_90
020d25cbc78e076548578260dac9b46c4eb4c5a9a3fe1a040c22f58d49930f64,b502ac15a0ef71d330e0ca0eebda53cdea7048f4c3e0127bbafccad9d664b112,2025-04-02,Estonia,9047.401,44.0,86,97,2025-07-08,97,97,default_90_plus
0224c4bd7e68b0cb019e536e03a3f855ccfdc8fa1a0b0ac807b8d4de09653396,616d8f0bf92f780161b76d2fbdd4e33d407d4c6a2e5210daf3f37f4fd82dfdd9,2025-05-21,Estonia,116.028,0.0,84,48,2025-07-08,48,48,overdue_31_90
022c46afa1eb83dec39069a928bf0bcf013cdc89d8f65789c683176cf8a8d211,f6ca46501a6f7fdf4afd0f237f14d25523bc25b70ca84660158df8fb212a794c,2025-05-19,Netherlands,7538.586,0.0,84,50,2025-07-08,50,50,overdue_31_90
023275ab068817d34e60143ece1c9121f4fc99b83f533b29828ef95bbf69e6c9,40167a0f3a89e8964fb59026b820d074aedc58e80d0f56f853c22feeb77af320,2025-06-12,Estonia,116.16,3.212,84,26,2025-07-08,26,26,late_1_30
0238b808d8e8a04f7d97b2d4cb0489668452fed0c5836cf9f93e889663c050bb,5ac3e575692fef5e8c9fcf2c0d8680c7c3a6e267813e75768430a513cbc5d354,2025-05-27,Netherlands,13048.145,0.0,84,42,2025-07-08,42,42,overdue_31_90
0246c50ab59777041f3864cb2bb3841c2e175e99221fde985956e0f7594b3b2a,dd6058723f90102f0b7ce9f2f381dc9797bba0d1080af269f0f798dced482d91,2025-05-12,Estonia,2304.973,0.0,48,57,2025-07-08,57,57,overdue_31_90
024832014ca78c6972526fc5deec856d56f230ab0de1c155ad0aae26ee59078c,64f3e1859180622a598b919afa44bf12ef17b199b13e0ded52b774abedefe504,2025-04-25,Estonia,1147.85,0.0,78,74,2025-07-08,74,74,overdue_31_90
0257169a3a0c6de06f577369a9fe1dcda9d0d7fff8e432d3ed7098e666d7e02d,4e6624a2b5e6b49cf5ebf82678de85068efdb492439b6ef5206ce73dbc37cf54,2025-04-16,Netherlands,446.248,0.0,84,83,2025-07-08,83,83,overdue_31_90
025bd9e5025bc2b175390b8c7530a29b764eb247c2ce428183c01b2572a0c1a3,a93830ddd8b0aa5e2e97728f2d1fb2a1224955332a836009a6f5ed156713f853,2025-06-20,Estonia,467.5,0.0,78,18,2025-07-08,18,18,late_1_30
02648ae3a30d63dad7ce8475817ec555b30c171a54b05a0588553af49b65c42d,c1d51eeda30f55ec4e6b1357fa632e34fc21f36e1f2237df01f096cdd96a04e3,2025-06-03,Netherlands,16338.542,0.0,84,35,2025-07-08,35,35,overdue_31_90
0271d1ffe6f7b1fc4fa0ecbcca5ccde57ec9316b31dc26df4f82b6b6ef588c3b,172de74bb71f4f1cddbddde2b608c0e9cffd706b9b6e11488c408db26e33bd76,2025-05-10,Netherlands,2076.525,0.0,30,59,2025-07-08,59,59,overdue_31_90
0280ddd26cae69315750f056152e77345b78e29c100a69b62f157c1214e67204,778f1fd247adf5a15c591a8143a85f8da725d8dc6e20a7d3511df4940068cba5,2025-06-22,Netherlands,114.4,0.0,54,16,2025-07-08,16,16,late_1_30
028218a940e946c7d4ba59f85062f4272de74c8f8b27094bd4a29b18ec91d24b,c285553ae85b5baf3d3263aa1ff1d340e444fcf89721d6761914a0ba70d2d445,2025-04-27,Netherlands,4605.579,0.0,84,72,2025-07-08,72,72,overdue_31_90
02a25ea4580babdc5373080836cc25111401a10d3e8d07786fb9609d266e31d5,206aad96b65d8515f34351bf0bf7cdd8462bb520bba87963a9a00f60191287da,2025-04-23,Estonia,5647.015,158.576,60,76,2025-07-08,76,76,overdue_31_90
02b5cb8b3544c75a638ae48483b0b1d8dced11f9e5a60600d9c6710ff39bbdaa,4cda225c8bb967fba03d04f504798cf6f56d91648d41aa7806029567171a7192,2025-06-01,Netherlands,10839.411,0.0,60,37,2025-07-08,37,37,overdue_31_90
02c6400332f1eefa9d9de948b4da88b3798a3dac723aade1d8081fcba6596e0d,aa8f9b1de7604909498bfd18959527a1323c5c3709078709d9611cd475c730c5,2025-04-03,Netherlands,226.919,0.0,84,50,2025-05-23,50,50,overdue_31_90
02c9a22f32e4aa0bcd251f64748e02346a941b7764ed9741b07edddff8503660,741f9c7ee9136ec108308c2f51a3ccddb24c0b3a3cf55cef78a11d7e8e1f1ded,2025-05-01,Netherlands,562.584,0.0,84,68,2025-07-08,68,68,overdue_31_90
02d469d8848521c4058f532206171f1c35a509ae7df4ead440e4aabc1ea87400,3979762b1067de2e49493a578fcff0459532d92706a58611b31871cad66e1256,2025-06-05,Netherlands,13783.528,0.0,84,33,2025-07-08,33,33,overdue_31_90
02e252fb8c3d618e5993a9ccfc5fa39a2d81dad7a3f8efd8bbb7e4ee2d16707e,54b95a989fa9abfcaeda1d50fc47759607d899745ded451035d277ef414b9d39,2025-04-19,Netherlands,752.301,0.0,30,80,2025-07-08,80,80,overdue_31_90
02f20ce0afdafa84c68d66e0bbb4f77f08c6c75b89bd0dd94997c18fcb5efec2,95d8c9bc6ef02cf68ce7775cc37fbf00553e2f43b73c71011e67e2fdabbff917,2025-05-29,Estonia,1397.319,0.0,96,40,2025-07-08,40,40,overdue_31_90
02f58fe6ab8295f7b87c909aa92782dd71e98e286bc5b622588d2bde1dc231a0,9df22798e6e1c46cbf71b6c8ed50787fc6ead93613d2a84265ec2970290a8680,2025-04-29,Estonia,2184.446,56.727,84,70,2025-07-08,70,70,overdue_31_90
0305f6d7b487623f83392bdf833e89389a50b52df436fc165749d522ffd6c175,28038f60155b14f8cb808e9c75131ca78c6107077c023c91895eb894513f01b9,2025-05-14,Netherlands,1002.683,0.0,60,55,2025-07-08,55,55,overdue_31_90
030b6ff083ac6b98380b24bbf14ca8633ce8d615ddcd5b01a6468b6940a5dde2,b3c40068308d6701eda0140ea6ed3aecd12dbf911f9affc38a4c1cb02a0b813e,2025-04-04,Estonia,358.963,0.0,12,95,2025-07-08,95,95,default_90_plus
030e2abc5ff15b88f0ec4c803526b76567c27495b7a7de1b95a6c34a1939026e,d4420df146ddbd54d583599f83e1e97588bc1d0751fd752b2f5ee0242141302a,2025-05-07,Netherlands,112.519,0.0,122,62,2025-07-08,62,62,overdue_31_90
0310cbdce7919d6d74069cb838b75e828549f441a72d090380dc4db7691011f1,2cb5d0fd2a9b38b5c5d9be81dc16be8cd94e3ad65a06910ea4657b8781af9715,2025-04-27,Netherlands,1114.091,0.0,60,72,2025-07-08,72,72,overdue_31_90
03287713759981d82543d1a9681d27d2d0d9893b6d942be54518084b41362a22,9ca7b5cd224ab36a801ad271105028562105cf05ee9c7439ad9d2b015654dd5b,2025-06-09,Estonia,1152.492,37.521,48,29,2025-07-08,29,29,late_1_30
032ed70b83dbe252148cdbb0daf5ca9eeb333e6d1944d08ac04a917d3529f66d,7e59d7a92f99dee90423234594b06766e10addc25edaf00d099a1406c3de967b,2025-05-27,Estonia,452.32,0.0,24,42,2025-07-08,42,42,overdue_31_90
033a83aaafab5fb02afa99b1aebbbf552e7481f110c20e22a996222df463a8b8,5cb02329292d60115a03ccff5b44176d2af6c7e0a58de906b93f079f298d5eb0,2025-04-02,Netherlands,1202.872,0.0,84,97,2025-07-08,97,97,default_90_plus
033c1a6cc82d859fdcd6e63ea98a81de9bd13786350aeff6f3c157845510e47f,af56ea8ffd088c0147d6b7051c25f2afc2895899073886f740f32aead5c8f25d,2025-06-11,Netherlands,3298.856,0.0,24,27,2025-07-08,27,27,late_1_30
033fe5c7368a6efaffdd81b5fc7349599f1e01dc1216abac1c3dbd2edb21461e,fafa63a3d78461b1017727e5681c49b40977086b39ce1ba7c9abd036886f6190,2025-04-23,Estonia,107.723,0.0,121,76,2025-07-08,76,76,overdue_31_90
0341169f2ed6ec9d5d55f26de2b93d5f1a4f00152a87373edcb7fbabeb483c96,f9194d8f6d7de1fb8233b9d54e29cefcbabe0a22776212f8de7964851c7e9d36,2025-06-25,Estonia,9356.6,0.0,24,13,2025-07-08,13,13,late_1_30
035026df681e1cb8172b0e07e25250d7ab114fc92d8f5ba552787ed6493b6a49,765e30fb3156683474c4d7af34bbf945332f0ce7763e4f01a2992c390db7f62f,2025-04-02,Netherlands,2253.878,0.0,67,97,2025-07-08,97,97,default_90_plus
035b77575e65e5b4e62db1a0aad8b76ad29c496b510993f273437b0547aefa66,16892462490f51ceeb654c221e5391774ceab4f17c8308b82d6ff5b270f73c6c,2025-06-09,Netherlands,7601.957,0.0,84,29,2025-07-08,29,29,late_1_30
035c3fc4c64eda974c2a9ddd1393625dd7f8be0a8c991df1bc9986a98e63899a,be38d6a91e4c2272a56d5929456e366d51350d9cd66bf566929e3b013a3f7c61,2025-04-11,Estonia,2292.235,0.0,60,88,2025-07-08,88,88,overdue_31_90
036da9ac9f8f4c3ee067edc020261853adbb3ac70f2ae50c31204da24cc1a9e1,813ccdd2546f9adfc564069e5bf9784eb9a495e38b4c840025252276f563667c,2025-04-12,Estonia,4506.513,0.0,36,87,2025-07-08,87,87,overdue_31_90
03775d9eb02371b504abbd980c919ea006d9e964709a4141f78918dd2d7ec71e,aa3df545b0fdc63a1d1fc5f9fde5471a386f15d8a18c5e15ab8763aff5ee03df,2025-06-30,Estonia,2035.957,80.289,24,8,2025-07-08,8,8,late_1_30
037c9329bab79b2d57a874a710671afd37c426af8ac0acdc28087e11266e007a,f7f42e0909e72cb130c94a04a24b7b1e1feb7d680197954abfb516dd53ba71ea,2025-06-10,Netherlands,12848.22,0.0,84,28,2025-07-08,28,28,late_1_30
037dc17bedd3e1668213e92bc17bff9eee811408005a50371e396e98efd4626a,3421cb8228aad79812c4cd83402343789b26b1bd4eb63443c313c3ea42d34ead,2025-04-11,Estonia,2907.718,0.0,96,66,2025-06-16,66,66,overdue_31_90
0385dcfaf548e45cb0c7ec35f3348bf1294b06c48637e850c02d7ba76c8d50de,24535e75cd752668c9e94c7ab8f87a5b0c15f24ea91d7fbd567213a8be2097f5,2025-06-04,Netherlands,112.695,0.0,54,34,2025-07-08,34,34,overdue_31_90
03860fa91f44b81c8a9911178ebc4f7950e3dcbd071ae0105ece15b5772ac422,1f9ac9622dad56aa680f6be2d84808fe864956d2ade4a8364d125286767a8556,2025-04-04,Estonia,9507.003,0.0,84,95,2025-07-08,95,95,default_90_plus
038eb6a399c968cd42328f42bee1a919902151625b2b11c7867012fb9b922ac3,2bf6908935b21bd4ea504b298b9d9cf49f484009566c868beeedc1bc46bcf89b,2025-05-13,Netherlands,5625.818,0.0,84,56,2025-07-08,56,56,overdue_31_90
03a0c955fef1fddaebf0b12ab005de5be2447c43989d54476943088879e593e8,110fe3488cfdf9d610e5ccd231ea0ed5324147cb9446f5567f1f3fda72049374,2025-05-03,Estonia,229.702,0.0,60,66,2025-07-08,66,66,overdue_31_90
03b3dbcea8b5e02e9d17682b3e213ddc2a23a8881e629495155ee94e3fab01ac,b82cfa1a4b8ed6f5246c423635f701ee3f4bc119d28eb92de048cebfe6c67a2d,2025-04-25,Netherlands,2475.352,0.0,84,74,2025-07-08,74,74,overdue_31_90
03b49f2d2e48d9c7c27a3a47f8a13f5525532bc1c027d61d84514ec8dde66ad7,02d0196ae529e0b04ab0ddc4f1e649317c3fc48792d265991bd0d5e6698cc6d2,2025-04-04,Netherlands,1227.182,0.0,84,95,2025-07-08,95,95,default_90_plus
03bf114ce97a538d2370860209e8911cb35272fe87d7d1d9cd25763954ea555c,36aa05a504af05bf521a8a41f360d1f4b3674ebc85a34a49934b5f965a39e733,2025-05-17,Estonia,2338.6,0.0,12,5,2025-05-22,5,5,late_1_30
03cda87ace1519f4c4d135b2ea30d702730ffbb49badb3b7fbd72a3aa09d3224,7fa97acdb7fbcdd770ae7e08a0fe2c5a2198b50a220e809ed3ce82a71a32df84,2025-05-15,Estonia,208.56,0.0,9,54,2025-07-08,54,54,overdue_31_90
03eac965884e3804f9d13f7b19b1ecf6417c17074241c457ef016e6438b5d709,0946840016758b61ea9e8c21f9af65e7ea70587042cdb38634b20d8d14c5ce01,2025-06-01,Netherlands,329.89,0.0,24,37,2025-07-08,37,37,overdue_31_90
03f3c5b0f86fe732edd96f0399f650fc3ae654bcee9b3a7c099f486f7fc54db5,3a1ed9544dbdea6e68df04903cf142be77ce9acb05c4c720ecaa22193ee88282,2025-06-27,Netherlands,686.4,0.0,118,11,2025-07-08,11,11,late_1_30
0409f87b2883ef9266bcca6aa02361946016096cb1e12861bb633199e8197f91,29e8a605cbf776b1a444909e9428d519b588ed4e26e11e519a4ccb48c2798ac3,2025-05-08,Netherlands,105.27,0.0,24,61,2025-07-08,61,61,overdue_31_90
0414e35a4ab17487a25f40b052ffa2fb8058ce9ecb76a13e2d970cccfcb64c88,04001a6b3d139e7e2cd22913394cf926b95b735ef0bb5fcba446c909d553fb8b,2025-06-17,Netherlands,1029.6,0.0,54,21,2025-07-08,21,21,late_1_30
0427b4873bc1371a71b0598c35f0048a95373544885aace31f8e73ec281b6962,91aca44ec516b1b72cf9f6c66915c9240b74f3f9e1a22e0aa46e33cf7b1e6e32,2025-06-26,Netherlands,2745.6,0.0,60,12,2025-07-08,12,12,late_1_30
0429e179d46e228e9750fb481c74e9062371f20b9b5275ac182a8ddf28a13299,57d3791caaa96adc33133888dd89b45dcd8bc339b4d021c04149c0199e9d3870,2025-05-05,Netherlands,1225.51,0.0,60,64,2025-07-08,64,64,overdue_31_90
043286f3ec199fad7c013c0858fd79fa3a60cde47dde4ffa545c8361bfa99cd9,56e32ce087e92ee7cdfc1bb6f9f04365665cf35c0077c7f25bfe776df43368c5,2025-05-22,Netherlands,226.919,0.0,84,47,2025-07-08,47,47,overdue_31_90
0439f8b88b237f78d4ae314e430be892080b9d56ab6690f4b9e2f9fc803fd702,1bca175e56c42abaa6ca88e16ca743fef5b888847f66f50766da06efd17f848f,2025-06-13,Estonia,2338.6,0.0,12,25,2025-07-08,25,25,late_1_30
046799a98cde13a2332581b9341b755b336eaf99604fab42ed5bf0a6e4ba7c1a,793ba0ad4eb9dc132e847cf95a8b68e74de2ed47be9a0d67917aaef0f291404e,2025-05-30,Netherlands,7601.957,0.0,84,39,2025-07-08,39,39,overdue_31_90
0472e2fb3da553232ef92a5af44f4487e4bc98221c344dd1f60e2bdc98be2194,22c5b465d7e7df2558d8e4d7c43d19453953fc7d6d7d6a641897bc2183dc9949,2025-05-21,Netherlands,9871.202,0.0,84,48,2025-07-08,48,48,overdue_31_90
047c2ff5ad68190559a16a2f97e2ed45f416bdcb7995cd7438968be68c83d221,7c7089d4f65f7a37d108a41b37eb7c20a8376a4bb0b5ca737e2bcc65f97464e2,2025-06-20,Estonia,126.764,0.0,12,18,2025-07-08,18,18,late_1_30
0485a2ef599a9a1b4adbe4f33f2457aaf7c44491e4635488b961e86182c0435a,7480327f541adc1845da36d47070aa3d4041f2a095a8ef3c1cf3580e7332e07f,2025-05-28,Netherlands,1674.057,0.0,36,41,2025-07-08,41,41,overdue_31_90
